soil_moisture,temperature,humidity,ph,rainfall_mm,ET0,ETc,vpd_proxy,depletion,crop_type_enc,growth_stage_enc,irrigation_label
67.0,20.41,11.83,6.93,172.35,0.5,0.525,17.995,0.0,7,0,0
54.0,20.07,25.96,6.96,173.1,0.5,0.383,14.86,0.59,0,2,1
39.0,25.65,11.43,5.56,133.19,0.5,0.36,22.718,26.22,0,1,1
25.0,17.28,28.66,5.81,123.59,0.5,0.489,12.328,43.12,3,2,2
59.0,31.32,8.02,6.35,145.11,0.5,0.48,28.808,3.33,5,1,1
49.0,24.4,13.2,8.03,58.28,0.5,0.517,21.179,36.68,0,3,2
70.0,20.92,22.88,6.0,120.69,0.5,0.446,16.134,0.0,2,2,0
60.0,16.1,26.97,6.7,21.14,0.5,0.46,11.758,35.49,8,1,1
50.0,24.8,10.18,6.76,60.8,0.5,0.575,22.275,35.15,3,0,1
8.0,25.92,10.39,5.74,112.19,0.5,0.45,23.227,63.07,0,0,3
61.0,30.66,4.9,6.05,46.85,0.5,0.446,29.158,27.57,7,2,1
72.0,30.22,10.02,6.6,104.16,0.5,0.42,27.192,1.15,7,1,0
88.0,32.78,1.39,7.32,63.86,0.5,0.36,32.324,0.0,0,1,0
84.0,24.81,5.82,6.54,77.72,0.5,0.42,23.366,0.0,7,1,0
68.0,17.94,16.32,7.13,106.28,0.5,0.468,15.012,4.7,6,2,0
45.0,17.98,16.23,6.99,110.24,0.5,0.51,15.062,26.75,1,2,1
83.0,16.12,21.69,6.21,68.69,0.5,0.42,12.624,0.0,4,1,0
17.0,30.87,4.7,6.93,71.3,0.5,0.661,29.419,65.56,3,3,3
16.0,20.67,18.78,6.95,98.29,0.5,0.46,16.788,58.82,8,1,3
89.0,27.96,2.53,6.14,50.91,0.5,0.48,27.253,0.0,1,1,0
30.0,28.14,6.9,6.69,41.01,0.5,0.46,26.198,60.16,3,1,3
21.0,28.16,6.27,6.22,224.4,0.5,0.604,26.394,20.4,2,3,1
33.0,33.8,1.04,6.52,71.48,0.5,0.604,33.448,49.36,4,3,2
74.0,25.81,6.11,7.72,51.92,0.5,0.575,24.233,13.53,8,0,0
45.0,15.38,26.34,5.87,105.36,0.5,0.36,11.329,27.68,0,1,1
86.0,25.31,9.62,6.96,54.39,0.5,0.446,22.875,0.55,4,2,0
50.0,35.34,1.58,7.13,63.5,0.5,0.6,34.782,34.49,1,0,1
47.0,24.09,14.18,6.8,94.63,0.5,0.44,20.674,28.75,6,1,1
45.0,28.2,7.06,6.29,49.52,0.5,0.6,26.209,43.23,5,0,2
21.0,23.51,8.43,6.92,122.76,0.5,0.42,21.528,47.17,2,1,2
15.0,30.2,5.5,6.79,80.36,0.5,0.575,28.539,64.91,8,0,3
66.0,25.1,8.61,6.0,165.81,0.5,0.604,22.939,0.0,4,3,0
9.0,30.06,5.26,6.47,154.06,0.5,0.55,28.479,51.11,6,0,3
56.0,18.12,44.16,6.77,46.91,0.5,0.42,10.118,32.49,4,1,1
73.0,26.74,9.84,6.03,122.65,0.5,0.36,24.109,0.0,0,1,0
26.0,29.74,6.38,7.18,88.94,0.5,0.69,27.843,51.9,1,3,3
86.0,25.02,9.13,6.35,47.9,0.5,0.446,22.736,2.29,7,2,0
88.0,32.78,1.39,7.32,63.86,0.5,0.489,32.324,0.0,8,2,0
9.0,18.93,20.62,6.37,47.93,0.5,0.575,15.027,79.6,8,0,4
36.0,28.72,6.07,5.98,143.53,0.5,0.42,26.977,26.6,7,1,1
38.0,33.12,2.01,6.97,64.73,0.5,0.489,32.454,45.88,8,2,2
10.0,25.46,9.13,6.11,98.01,0.5,0.446,23.136,64.86,4,2,3
10.0,25.42,4.75,6.76,197.4,0.5,0.575,24.213,38.56,8,0,2
7.0,32.1,3.84,5.63,109.54,0.5,0.6,30.867,65.16,5,0,3
55.0,22.04,14.72,5.25,90.3,0.5,0.44,18.796,21.91,6,1,1
44.0,27.54,6.36,5.73,100.51,0.5,0.661,25.788,30.73,8,3,2
35.0,29.58,6.22,6.97,83.75,0.5,0.36,27.74,43.47,0,1,2
12.0,24.0,13.14,6.17,97.41,0.5,0.51,20.846,63.18,1,2,3
7.0,30.7,4.64,6.01,221.23,0.5,0.604,29.276,35.25,4,3,2
89.0,30.54,9.84,6.02,76.68,0.5,0.48,27.535,0.0,1,1,0
15.0,33.78,6.54,6.03,171.7,0.5,0.575,31.571,40.45,3,0,2
40.0,21.18,34.06,6.44,185.5,0.5,0.46,13.966,11.46,8,1,1
85.0,32.79,1.28,7.58,61.71,0.5,0.44,32.37,0.0,6,1,0
19.0,21.76,19.27,5.68,87.05,0.5,0.468,17.567,58.85,6,2,3
84.0,21.8,13.83,6.76,38.14,0.5,0.446,18.785,6.9,2,2,0
6.0,29.98,5.25,5.86,165.82,0.5,0.6,28.406,51.08,5,0,3
77.0,23.89,15.04,4.55,90.29,0.5,0.468,20.297,0.0,6,2,0
36.0,31.92,5.12,5.64,161.48,0.5,0.48,30.286,21.95,5,1,1
89.0,18.73,17.99,6.61,39.26,0.5,0.45,15.36,1.61,0,0,0
22.0,34.81,2.58,6.22,187.9,0.5,0.604,33.912,29.18,2,3,1
64.0,26.94,9.94,6.56,112.77,0.5,0.46,24.262,6.94,3,1,1
73.0,18.52,26.7,7.48,166.14,0.5,0.489,13.575,0.0,8,2,0
8.0,23.16,18.11,5.4,100.22,0.5,0.44,18.966,66.26,6,1,3
47.0,18.03,23.6,6.33,104.9,0.5,0.632,13.775,26.48,6,3,1
24.0,27.38,14.2,5.75,109.22,0.5,0.575,23.492,48.18,8,0,2
77.0,26.32,8.81,5.82,62.75,0.5,0.42,24.001,7.24,4,1,0
54.0,29.96,4.36,6.11,90.95,0.5,0.42,28.654,22.69,4,1,1
1.0,32.74,7.55,6.09,184.41,0.5,0.661,30.268,51.26,3,3,3
21.0,30.94,4.86,6.38,54.83,0.5,0.446,29.436,65.43,2,2,3
42.0,17.29,17.83,6.98,55.04,0.5,0.44,14.207,44.36,6,1,2
83.0,18.82,25.52,6.16,26.85,0.5,0.489,14.017,11.03,8,2,0
19.0,20.6,21.34,6.35,190.56,0.5,0.575,16.204,31.4,3,0,2
38.0,31.85,2.34,7.11,108.42,0.5,0.446,31.105,34.08,7,2,2
54.0,18.52,24.14,7.0,44.24,0.5,0.489,14.049,35.37,8,2,1
1.0,18.1,21.76,6.55,111.66,0.5,0.6,14.161,70.59,1,0,4
10.0,34.18,3.29,7.32,126.67,0.5,0.48,33.055,57.27,5,1,3
33.0,32.29,3.42,5.67,96.75,0.5,0.489,31.186,42.31,3,2,2
43.0,25.38,14.4,7.79,87.27,0.5,0.632,21.725,35.2,6,3,2
4.0,26.78,7.56,6.51,47.82,0.5,0.525,24.755,84.5,2,0,4
51.0,23.64,9.57,6.64,110.56,0.5,0.604,21.378,20.89,7,3,1
44.0,22.91,8.96,6.93,74.88,0.5,0.661,20.857,37.6,8,3,2
77.0,29.43,5.2,5.76,98.0,0.5,0.489,27.9,0.0,3,2,0
66.0,31.18,4.22,6.21,107.39,0.5,0.55,29.864,6.61,6,0,0
83.0,14.8,32.8,6.58,187.31,0.5,0.6,9.946,0.0,1,0,0
89.0,29.72,2.47,7.45,63.38,0.5,0.45,28.986,0.0,0,0,0
55.0,31.92,3.05,7.83,115.77,0.5,0.489,30.946,15.21,8,2,1
23.0,29.42,10.84,5.92,72.12,0.5,0.661,26.231,59.33,8,3,3
68.0,19.19,22.67,6.16,218.92,0.5,0.51,14.84,0.0,1,2,0
67.0,20.41,11.83,6.93,172.35,0.5,0.44,17.995,0.0,6,1,0
26.0,21.69,25.21,6.04,197.98,0.5,0.446,16.222,22.09,7,2,1
9.0,18.31,21.84,5.9,68.74,0.5,0.44,14.311,73.69,6,1,4
84.0,21.06,23.42,9.41,38.32,0.5,0.51,16.128,7.01,5,2,0
66.0,32.04,3.77,6.05,110.33,0.5,0.69,30.832,6.17,5,3,0
90.0,36.66,3.75,5.73,100.77,0.5,0.575,35.285,0.0,3,0,0
77.0,22.6,10.56,5.54,160.73,0.5,0.69,20.213,0.0,5,3,0
84.0,24.45,15.62,7.81,94.78,0.5,0.48,20.631,0.0,5,1,0
18.0,17.26,30.72,7.05,182.26,0.5,0.69,11.958,34.91,1,3,2
90.0,26.66,6.38,7.36,115.2,0.5,0.446,24.959,0.0,7,2,0
15.0,20.29,11.51,6.81,52.95,0.5,0.46,17.955,71.97,3,1,4
14.0,31.85,2.57,6.05,116.72,0.5,0.46,31.031,55.89,3,1,3
77.0,29.41,6.95,6.08,112.48,0.5,0.6,27.366,0.0,1,0,0
45.0,27.28,11.72,6.01,77.55,0.5,0.6,24.083,35.73,1,0,2
41.0,18.64,22.22,5.96,36.1,0.5,0.661,14.498,50.98,3,3,2
69.0,22.33,17.47,5.02,97.77,0.5,0.575,18.429,6.25,8,0,0
14.0,25.12,8.57,7.52,40.37,0.5,0.51,22.967,76.46,5,2,4
13.0,18.98,22.65,7.06,46.76,0.5,0.604,14.681,75.99,4,3,4
4.0,31.2,1.8,6.16,119.39,0.5,0.42,30.638,65.07,7,1,3
47.0,24.09,14.18,6.8,94.63,0.5,0.42,20.674,28.7,2,1,1
48.0,31.16,3.76,6.19,90.94,0.5,0.44,29.988,28.74,6,1,1
31.0,15.93,19.52,6.17,65.7,0.5,0.661,12.82,53.05,8,3,3
85.0,25.72,9.66,4.19,72.19,0.5,0.44,23.235,0.0,6,1,0
40.0,24.66,16.19,8.42,78.45,0.5,0.46,20.668,40.14,8,1,2
35.0,26.29,14.93,6.46,78.07,0.5,0.55,22.365,45.46,6,0,2
7.0,28.61,8.92,5.79,106.62,0.5,0.51,26.058,65.72,1,2,3
66.0,17.26,19.94,6.58,48.94,0.5,0.604,13.818,22.4,4,3,1
44.0,22.91,8.96,6.93,74.88,0.5,0.55,20.857,37.32,6,0,2
35.0,34.71,5.77,6.18,65.89,0.5,0.446,32.707,48.47,4,2,2
24.0,21.28,24.32,6.15,233.13,0.5,0.6,16.105,15.05,5,0,1
63.0,18.18,17.92,6.31,111.22,0.5,0.468,14.922,8.38,6,2,1
19.0,20.6,21.34,6.35,190.56,0.5,0.42,16.204,31.01,4,1,2
32.0,31.56,2.41,7.03,109.69,0.5,0.661,30.799,40.27,3,3,2
5.0,26.23,10.32,7.05,111.72,0.5,0.575,23.523,66.51,3,0,3
86.0,14.13,31.65,5.82,109.07,0.5,0.69,9.658,0.0,5,3,0
87.0,18.42,26.06,6.25,46.62,0.5,0.383,13.62,1.47,0,2,0
8.0,23.06,16.48,5.96,69.66,0.5,0.604,19.26,74.85,4,3,4
55.0,17.72,16.95,6.28,150.05,0.5,0.489,14.716,6.03,3,2,1
37.0,16.45,32.29,6.61,153.74,0.5,0.661,11.138,23.47,8,3,1
24.0,30.84,5.18,6.65,57.23,0.5,0.45,29.242,61.8,0,0,3
77.0,21.67,11.82,6.1,171.95,0.5,0.525,19.109,0.0,7,0,0
25.0,22.36,21.44,5.79,60.92,0.5,0.48,17.566,59.88,5,1,3
44.0,22.53,18.89,4.69,90.22,0.5,0.525,18.274,33.15,2,0,2
28.0,25.31,7.62,7.63,49.39,0.5,0.468,23.381,59.94,6,2,3
43.0,22.47,19.99,5.69,132.98,0.5,0.575,17.978,22.82,8,0,1
3.0,30.52,5.12,6.29,50.56,0.5,0.489,28.957,84.68,3,2,4
59.0,21.04,21.1,5.98,108.34,0.5,0.69,16.601,13.7,1,3,1
32.0,21.2,23.81,5.96,272.3,0.5,0.69,16.152,0.0,1,3,1
49.0,33.02,1.3,7.41,74.24,0.5,0.46,32.591,32.26,3,1,2
72.0,25.44,12.12,5.95,105.4,0.5,0.6,22.357,1.27,5,0,0
90.0,28.22,9.64,8.38,75.63,0.5,0.48,25.5,0.0,1,1,0
77.0,16.66,30.06,6.16,112.31,0.5,0.661,11.652,0.0,8,3,0
38.0,25.1,12.22,5.82,84.06,0.5,0.468,22.033,40.65,6,2,2
15.0,27.67,5.43,7.4,106.7,0.5,0.55,26.168,57.8,6,0,3
61.0,27.7,7.65,6.11,116.7,0.5,0.42,25.581,8.79,7,1,1
5.0,33.76,3.53,7.07,100.47,0.5,0.42,32.568,69.14,7,1,3
73.0,15.84,20.6,5.54,68.69,0.5,0.446,12.577,9.72,2,2,0
12.0,19.49,55.17,7.04,226.66,0.5,0.525,8.737,28.6,7,0,1
30.0,17.5,29.7,6.03,25.09,0.5,0.575,12.303,64.72,3,0,3
49.0,17.48,30.87,7.1,155.39,0.5,0.42,12.084,10.43,7,1,1
35.0,30.49,5.37,6.32,54.65,0.5,0.604,28.853,51.87,2,3,2
51.0,19.02,20.26,6.79,40.78,0.5,0.51,15.167,39.35,5,2,1
12.0,29.07,4.61,5.51,96.45,0.5,0.383,27.73,63.12,0,2,3
84.0,34.7,3.08,7.15,79.26,0.5,0.44,33.631,0.0,6,1,0
73.0,25.5,9.05,5.67,93.75,0.5,0.489,23.192,3.11,8,2,0
46.0,31.09,4.0,6.44,64.23,0.5,0.489,29.846,38.02,3,2,2
13.0,22.49,18.2,6.45,97.42,0.5,0.632,18.397,62.49,6,3,3
20.0,21.1,17.02,6.97,90.4,0.5,0.42,17.509,56.84,7,1,3
72.0,17.84,18.75,5.54,67.24,0.5,0.525,14.495,11.3,2,0,0
28.0,30.34,2.92,6.4,120.63,0.5,0.525,29.454,41.0,2,0,2
5.0,19.71,23.94,5.66,124.61,0.5,0.661,14.991,63.27,8,3,3
45.0,20.26,25.87,6.59,153.9,0.5,0.69,15.019,15.5,1,3,1
51.0,20.57,12.82,6.76,231.52,0.5,0.604,17.933,0.0,2,3,1
59.0,20.92,21.38,7.24,52.4,0.5,0.525,16.447,28.28,4,0,1
40.0,20.6,21.46,6.66,185.74,0.5,0.383,16.179,11.2,0,2,1
68.0,34.03,3.66,4.75,94.47,0.5,0.575,32.785,8.13,8,0,0
6.0,18.16,19.62,5.65,69.63,0.5,0.48,14.597,76.55,1,1,4
27.0,27.83,12.75,5.85,94.3,0.5,0.632,24.282,49.32,6,3,2
4.0,17.17,17.43,6.39,172.48,0.5,0.69,14.177,51.52,1,3,3
5.0,33.76,3.53,7.07,100.47,0.5,0.383,32.568,69.05,0,2,3
62.0,30.96,3.91,7.35,99.37,0.5,0.45,29.749,12.51,0,0,1
10.0,31.52,3.97,6.17,119.7,0.5,0.661,30.269,59.59,8,3,3
43.0,28.34,9.15,6.14,85.25,0.5,0.661,25.747,35.82,8,3,2
17.0,33.67,3.21,5.56,189.52,0.5,0.383,32.589,33.19,0,2,2
87.0,30.75,4.18,6.21,57.06,0.5,0.525,29.465,0.0,4,0,0
24.0,31.74,2.31,6.42,116.51,0.5,0.42,31.007,45.84,4,1,2
41.0,26.63,7.61,6.52,50.79,0.5,0.604,24.603,46.91,4,3,2
7.0,29.83,4.6,6.28,94.33,0.5,0.42,28.458,68.78,4,1,3
49.0,20.19,23.94,7.12,47.95,0.5,0.575,15.357,39.59,3,0,2
76.0,25.15,15.54,6.31,70.87,0.5,0.42,21.242,6.07,2,1,0
6.0,30.07,6.12,5.89,106.98,0.5,0.6,28.23,66.85,1,0,3
4.0,29.71,5.29,5.99,107.03,0.5,0.55,28.138,68.71,6,0,3
83.0,15.4,27.84,5.82,117.73,0.5,0.604,11.113,0.0,4,3,0
7.0,33.65,3.86,4.55,139.67,0.5,0.383,32.351,56.54,0,2,3
12.0,29.64,5.88,5.76,70.76,0.5,0.525,27.897,70.36,7,0,4
44.0,17.12,18.01,6.23,59.04,0.5,0.575,14.037,41.62,3,0,2
89.0,25.34,8.38,6.31,192.77,0.5,0.632,23.217,0.0,6,3,0
81.0,16.89,18.82,6.57,53.15,0.5,0.489,13.711,5.98,3,2,0
88.0,33.06,2.74,6.57,68.02,0.5,0.48,32.154,0.0,5,1,0
64.0,30.78,8.23,7.01,194.88,0.5,0.383,28.247,0.0,0,2,1
43.0,22.47,19.99,5.69,132.98,0.5,0.575,17.978,22.82,8,0,1
87.0,19.29,21.05,5.82,98.57,0.5,0.46,15.229,0.0,3,1,0
65.0,31.97,3.74,5.92,95.12,0.5,0.525,30.774,10.83,7,0,0
24.0,30.56,3.43,5.73,110.71,0.5,0.468,29.512,47.51,6,2,2
10.0,18.3,40.44,7.07,36.19,0.5,0.69,10.899,82.03,1,3,4
9.0,18.31,21.84,5.9,68.74,0.5,0.46,14.311,73.74,3,1,4
84.0,24.81,5.82,6.54,77.72,0.5,0.36,23.366,0.0,0,1,0
13.0,20.1,23.12,5.82,117.61,0.5,0.42,15.453,56.55,2,1,3
37.0,30.0,6.15,6.42,53.79,0.5,0.46,28.155,49.74,8,1,2
61.0,30.11,5.26,6.02,135.13,0.5,0.42,28.526,3.86,4,1,1
20.0,20.59,11.58,6.66,161.69,0.5,0.46,18.206,37.84,8,1,2
90.0,37.17,3.38,5.87,107.32,0.5,0.55,35.914,0.0,6,0,0
26.0,29.14,2.99,7.18,109.15,0.5,0.446,28.269,45.88,4,2,2
67.0,31.26,6.24,6.35,120.74,0.5,0.42,29.309,1.71,7,1,0
8.0,25.92,10.39,5.74,112.19,0.5,0.45,23.227,63.07,0,0,3
44.0,28.32,6.22,6.14,191.01,0.5,0.525,26.558,6.15,7,0,1
44.0,18.55,19.59,6.86,50.47,0.5,0.69,14.916,44.21,5,3,2
47.0,18.03,23.6,6.33,104.9,0.5,0.51,13.775,26.18,1,2,1
90.0,31.25,4.7,6.03,44.4,0.5,0.6,29.781,0.0,1,0,0
90.0,18.52,20.45,6.29,37.01,0.5,0.446,14.733,1.2,4,2,0
90.0,24.26,12.39,6.28,54.5,0.5,0.36,21.254,0.0,0,1,0
47.0,25.96,4.42,6.94,196.24,0.5,0.525,24.813,1.75,2,0,1
51.0,20.75,12.13,6.5,246.36,0.5,0.525,18.233,0.0,7,0,1
71.0,29.38,2.76,7.73,46.83,0.5,0.383,28.569,17.41,0,2,1
65.0,33.67,3.6,6.12,155.37,0.5,0.604,32.458,0.0,2,3,0
23.0,35.12,1.12,6.86,74.62,0.5,0.45,34.727,58.14,0,0,3
49.0,20.13,23.91,7.21,35.03,0.5,0.46,15.317,42.77,8,1,2
34.0,30.83,4.36,6.3,58.48,0.5,0.36,29.486,51.24,0,1,3
9.0,19.21,26.8,5.61,141.61,0.5,0.604,14.062,54.58,2,3,3
56.0,22.35,18.97,5.75,143.76,0.5,0.661,18.11,7.15,8,3,1
21.0,34.01,6.17,5.59,70.43,0.5,0.661,31.912,61.79,3,3,3
30.0,28.76,6.53,5.51,104.91,0.5,0.446,26.882,43.01,4,2,2
55.0,18.74,31.96,7.59,245.15,0.5,0.48,12.751,0.0,5,1,1
62.0,26.84,14.36,6.36,90.78,0.5,0.604,22.986,15.19,7,3,1
60.0,31.84,1.06,7.35,62.27,0.5,0.604,31.502,24.83,4,3,1
56.0,27.58,7.08,6.05,157.76,0.5,0.489,25.627,2.96,3,2,1
65.0,14.79,32.06,6.43,184.77,0.5,0.525,10.048,0.0,2,0,0
36.0,17.43,22.52,6.15,107.68,0.5,0.489,13.505,36.38,8,2,2
77.0,18.28,29.61,5.93,107.41,0.5,0.525,12.867,0.0,4,0,0
39.0,25.65,11.43,5.56,133.19,0.5,0.661,22.718,26.98,3,3,1
20.0,27.2,9.34,6.58,110.69,0.5,0.46,24.66,51.5,3,1,3
65.0,30.91,5.36,6.27,104.44,0.5,0.446,29.253,8.14,4,2,0
72.0,19.04,29.16,5.01,263.11,0.5,0.604,13.488,0.0,2,3,0
49.0,24.4,13.2,8.03,58.28,0.5,0.489,21.179,36.61,8,2,2
26.0,16.26,21.83,6.36,66.54,0.5,0.48,12.71,57.38,5,1,3
89.0,27.48,11.16,7.88,84.62,0.5,0.632,24.413,0.0,6,3,0
55.0,14.81,32.2,6.01,172.64,0.5,0.661,10.041,0.41,8,3,1
71.0,32.45,0.86,7.16,64.11,0.5,0.468,32.171,13.0,6,2,0
90.0,31.92,3.76,5.79,91.41,0.5,0.632,30.72,0.0,6,3,0
35.0,29.58,6.22,6.97,83.75,0.5,0.48,27.74,43.77,1,1,2
54.0,28.72,2.92,7.61,106.29,0.5,0.42,27.881,18.58,4,1,1
3.0,25.96,9.11,6.03,59.0,0.5,0.46,23.595,82.35,3,1,4
44.0,30.95,3.21,7.51,101.28,0.5,0.69,29.957,30.6,5,3,2
30.0,31.38,3.64,7.45,71.89,0.5,0.45,30.238,51.87,0,0,3
78.0,16.87,29.36,6.34,28.84,0.5,0.632,11.917,15.86,6,3,1
16.0,29.24,6.82,6.21,77.54,0.5,0.525,27.246,64.54,2,0,3
46.0,30.85,3.78,7.45,86.06,0.5,0.575,29.684,32.38,8,0,2
33.0,35.55,5.12,6.25,91.76,0.5,0.51,33.73,43.7,1,2,2
79.0,33.33,3.63,4.72,145.37,0.5,0.661,32.12,0.0,8,3,0
77.0,30.44,4.95,7.98,71.68,0.5,0.575,28.933,5.24,8,0,0
33.0,30.68,3.9,5.62,113.78,0.5,0.575,29.483,37.96,8,0,2
89.0,29.72,2.47,7.45,63.38,0.5,0.489,28.986,0.0,8,2,0
38.0,15.8,32.03,6.31,154.82,0.5,0.46,10.739,21.68,3,1,1
37.0,32.3,3.9,6.62,85.53,0.5,0.42,31.04,41.14,7,1,2
24.0,21.28,24.32,6.15,233.13,0.5,0.383,16.105,14.51,0,2,1
52.0,26.91,6.49,5.76,108.37,0.5,0.489,25.164,20.19,8,2,1
54.0,23.95,12.29,6.19,48.32,0.5,0.51,21.007,34.33,5,2,1
43.0,19.36,21.24,5.1,96.39,0.5,0.69,15.248,32.91,1,3,2
90.0,22.39,14.64,6.2,81.15,0.5,0.42,19.112,0.0,2,1,0
25.0,24.59,11.5,6.35,48.99,0.5,0.525,21.762,63.19,4,0,3
9.0,18.09,46.55,6.38,38.21,0.5,0.575,9.669,82.2,3,0,4
49.0,21.74,20.9,5.75,87.76,0.5,0.6,17.196,28.99,5,0,1
47.0,31.76,2.52,7.43,119.17,0.5,0.51,30.96,22.35,5,2,1
32.0,28.52,7.02,6.34,48.31,0.5,0.489,26.518,56.28,3,2,3
35.0,31.05,1.8,7.19,112.72,0.5,0.69,30.491,36.53,1,3,2
62.0,26.84,14.36,6.36,90.78,0.5,0.46,22.986,14.83,8,1,1
18.0,33.8,2.94,6.01,147.04,0.5,0.6,32.806,44.11,5,0,2
9.0,19.21,26.8,5.61,141.61,0.5,0.446,14.062,54.19,7,2,3
56.0,19.1,27.38,7.02,257.49,0.5,0.446,13.87,0.0,7,2,1
35.0,33.83,3.5,6.52,78.97,0.5,0.446,32.646,44.96,7,2,2
43.0,35.48,1.64,6.63,65.63,0.5,0.489,34.898,40.64,3,2,2
42.0,33.54,6.92,6.99,175.37,0.5,0.42,31.219,12.08,7,1,1
28.0,28.06,8.02,5.86,71.03,0.5,0.51,25.81,54.25,1,2,3
80.0,35.24,3.98,6.33,74.52,0.5,0.55,33.837,1.41,6,0,0
77.0,30.44,4.95,7.98,71.68,0.5,0.46,28.933,4.95,3,1,0
42.0,19.31,23.17,6.28,97.79,0.5,0.604,14.836,33.32,7,3,2
15.0,32.82,0.85,6.51,69.46,0.5,0.6,32.541,67.89,1,0,3
81.0,16.83,20.59,5.93,68.67,0.5,0.51,13.365,1.88,1,2,0
15.0,29.49,5.61,6.16,102.56,0.5,0.446,27.836,58.65,7,2,3
52.0,18.43,26.49,7.13,150.63,0.5,0.446,13.548,8.77,4,2,1
82.0,32.66,4.53,5.71,179.22,0.5,0.446,31.181,0.0,7,2,0
12.0,21.33,20.92,5.95,122.39,0.5,0.55,16.868,56.59,6,0,3
21.0,22.46,9.68,6.61,103.82,0.5,0.525,20.286,52.5,2,0,3
5.0,26.23,10.32,7.05,111.72,0.5,0.51,23.523,66.35,1,2,3
49.0,21.1,23.09,6.43,248.72,0.5,0.6,16.228,0.0,1,0,1
25.0,32.75,3.4,7.06,165.41,0.5,0.489,31.636,31.92,8,2,2
55.0,26.12,12.64,6.11,67.08,0.5,0.36,22.818,27.93,0,1,1
43.0,23.56,9.87,5.58,218.08,0.5,0.446,21.235,0.0,2,2,1
86.0,17.7,17.65,6.4,58.41,0.5,0.468,14.576,0.0,6,2,0
53.0,17.37,30.96,6.35,193.24,0.5,0.525,11.992,0.0,7,0,1
7.0,18.72,19.09,7.13,108.48,0.5,0.575,15.146,65.38,3,0,3
33.0,16.42,21.37,5.69,74.54,0.5,0.48,12.911,48.24,1,1,2
77.0,29.43,5.2,5.76,98.0,0.5,0.604,27.9,0.0,4,3,0
9.0,31.79,4.05,5.91,112.4,0.5,0.661,30.503,62.55,8,3,3
38.0,25.5,4.7,6.99,186.68,0.5,0.604,24.301,13.51,4,3,1
17.0,17.53,54.16,7.14,42.2,0.5,0.42,8.036,72.75,2,1,4
70.0,27.61,6.41,6.46,32.77,0.5,0.525,25.84,22.54,7,0,1
35.0,30.9,6.46,7.34,122.01,0.5,0.525,28.904,33.63,2,0,2
36.0,31.92,5.12,5.64,161.48,0.5,0.661,30.286,22.4,3,3,1
71.0,24.17,11.06,6.56,97.77,0.5,0.6,21.497,4.31,5,0,0
60.0,16.64,31.54,7.32,188.64,0.5,0.42,11.392,0.0,7,1,1
30.0,25.59,16.13,7.36,91.95,0.5,0.383,21.462,46.33,0,2,2
44.0,23.15,13.01,6.86,37.81,0.5,0.632,20.138,47.45,6,3,2
77.0,33.83,3.41,4.61,176.41,0.5,0.42,32.676,0.0,2,1,0
84.0,16.51,30.44,6.4,24.84,0.5,0.575,11.484,10.78,8,0,0
38.0,27.78,9.82,6.85,80.04,0.5,0.446,25.052,41.68,4,2,2
70.0,18.22,27.7,5.59,66.97,0.5,0.525,13.173,13.37,2,0,0
68.0,34.44,2.59,6.67,67.14,0.5,0.42,33.548,15.07,4,1,1
49.0,20.13,23.91,7.21,35.03,0.5,0.661,15.317,43.27,8,3,2
4.0,20.26,25.6,6.63,191.96,0.5,0.468,15.073,45.75,6,2,2
76.0,25.74,4.45,6.83,191.78,0.5,0.632,24.595,0.0,6,3,0
7.0,30.7,4.64,6.01,221.23,0.5,0.446,29.276,34.86,2,2,2
79.0,33.33,3.63,4.72,145.37,0.5,0.55,32.12,0.0,6,0,0
34.0,27.67,5.56,7.76,100.17,0.5,0.6,26.132,40.67,1,0,2
5.0,25.62,9.15,6.04,99.75,0.5,0.525,23.276,69.59,7,0,3
63.0,20.6,21.71,7.25,182.27,0.5,0.489,16.128,0.0,3,2,1
87.0,36.32,4.07,6.5,66.29,0.5,0.46,34.842,0.0,8,1,0
59.0,26.35,4.23,7.82,49.02,0.5,0.525,25.235,29.18,7,0,1
61.0,32.16,3.86,8.1,72.95,0.5,0.604,30.919,20.97,2,3,1
15.0,20.29,11.51,6.81,52.95,0.5,0.46,17.955,71.97,8,1,4
37.0,25.62,13.25,7.31,69.64,0.5,0.69,22.225,46.07,1,3,2
9.0,30.06,5.26,6.47,154.06,0.5,0.468,28.479,50.9,6,2,3
35.0,18.04,20.98,6.79,48.48,0.5,0.51,14.255,53.29,5,2,2
10.0,29.26,6.0,5.55,192.9,0.5,0.661,27.504,39.98,8,3,2
70.0,15.73,32.15,7.09,153.92,0.5,0.46,10.673,0.0,8,1,0
24.0,31.48,6.92,6.36,173.32,0.5,0.632,29.302,31.16,6,3,2
69.0,17.5,29.38,6.45,24.35,0.5,0.44,12.358,25.58,6,1,1
41.0,22.69,18.85,6.72,95.84,0.5,0.446,18.413,34.44,2,2,2
7.0,32.87,3.78,6.44,94.31,0.5,0.575,31.628,69.18,3,0,3
72.0,34.74,2.76,6.35,159.26,0.5,0.604,33.781,0.0,2,3,0
42.0,33.45,3.68,4.83,180.9,0.5,0.632,32.219,11.13,6,3,1
41.0,23.93,12.5,6.83,104.68,0.5,0.48,20.939,32.16,1,1,2
38.0,21.14,21.12,7.47,190.23,0.5,0.604,16.675,12.56,2,3,1
