Temperature,Humidity,Moisture,Soil_Type,Crop_Type,Nitrogen,Potassium,Phosphorous,Fertilizer_Name
33.13,60.8,31.69,Sandy,Potato,20.76,8.75,15.73,NPK 20-20-20
27.32,54.89,32.29,Silt,Lentil,42.09,36.7,34.61,Compost
29.92,60.73,53.43,Loamy,Lentil,48.91,35.64,54.21,Compost
33.41,62.22,40.36,Alluvial,Mustard,65.88,47.79,45.61,Compost
28.47,58.71,41.39,Loamy,Rice,52.88,45.27,57.94,Compost
32.74,55.45,47.07,Sandy,Maize,11.77,6.58,7.69,NPK 20-20-20
37.49,54.35,45.09,Alluvial,Vegetables,92.47,30.4,58.14,Compost
36.96,53.04,34.67,Silt,Maize,38.79,30.0,44.1,Urea
26.44,53.39,33.65,Loamy,Potato,41.12,45.91,34.81,Compost
22.76,55.64,55.19,Alluvial,Chickpea,64.13,60.41,55.41,Compost
29.53,64.5,27.6,Alluvial,Soybean,58.62,71.43,53.47,Compost
37.02,66.74,50.76,Alluvial,Wheat,59.74,40.05,63.85,Compost
29.06,58.94,42.75,Silt,Rice,64.74,42.04,36.49,Compost
29.43,58.41,34.25,Loamy,Chickpea,53.86,33.35,45.54,Compost
37.17,59.96,36.75,Loamy,Rice,52.92,47.51,14.09,Compost
32.87,58.17,57.48,Clay,Rice,75.83,43.99,44.14,Compost
34.73,58.26,49.6,Silt,Potato,67.01,44.14,51.47,Compost
26.41,48.06,51.95,Alluvial,Mustard,48.45,50.6,43.0,Compost
34.07,51.43,60.89,Alluvial,Mustard,69.91,46.65,57.29,Compost
28.01,48.98,50.15,Clay,Wheat,56.74,44.05,35.59,Compost
34.76,55.96,43.45,Clay,Maize,78.38,49.65,26.8,Compost
24.04,52.24,50.63,Alluvial,Chickpea,71.25,53.11,54.81,Compost
35.39,61.36,41.33,Loamy,Lentil,40.68,28.88,53.82,Compost
28.66,58.3,41.55,Clay,Potato,54.36,47.45,49.18,Compost
31.82,61.2,20.96,Alluvial,Rice,48.98,59.79,30.16,Compost
30.54,55.62,36.81,Alluvial,Rice,57.08,46.05,61.55,Compost
31.6,63.79,27.5,Clay,Potato,49.25,28.6,38.92,Compost
29.21,63.23,45.42,Sandy,Maize,36.65,15.94,20.8,MOP
30.64,70.11,47.05,Silt,Rice,52.97,33.15,34.66,Compost
38.05,59.2,38.02,Sandy,Wheat,25.88,5.26,11.97,NPK 20-20-20
24.71,48.21,40.74,Alluvial,Rice,85.42,45.92,44.27,Compost
32.99,55.1,50.44,Silt,Soybean,48.1,44.78,25.45,Compost
26.34,53.55,46.59,Sandy,Vegetables,20.4,14.96,14.33,NPK 20-20-20
29.21,59.83,52.29,Clay,Chickpea,52.75,47.74,57.92,Compost
31.43,75.67,48.48,Silt,Chickpea,61.55,15.74,47.17,MOP
30.73,61.82,33.99,Loamy,Vegetables,69.73,48.19,59.93,Compost
30.58,57.41,52.26,Loamy,Wheat,40.36,51.33,39.26,Compost
30.46,59.39,35.76,Alluvial,Chickpea,84.41,37.88,58.04,Compost
26.61,56.23,51.09,Sandy,Vegetables,25.06,7.99,24.68,MOP
31.76,63.44,59.71,Silt,Chickpea,60.11,41.7,35.65,Compost
25.68,57.92,44.42,Alluvial,Wheat,70.95,42.13,68.01,Compost
27.5,47.98,35.81,Sandy,Rice,17.66,11.56,9.88,NPK 20-20-20
29.8,55.41,29.82,Loamy,Mustard,43.42,28.47,45.23,Compost
28.61,54.32,57.27,Clay,Potato,78.8,51.08,42.68,Compost
30.43,53.33,38.55,Loamy,Lentil,41.75,38.74,39.38,Compost
30.3,52.91,33.11,Silt,Maize,79.18,46.39,33.43,Compost
32.77,58.65,39.3,Sandy,Wheat,9.44,16.39,15.02,NPK 20-20-20
30.61,62.83,44.63,Clay,Chickpea,50.34,47.08,35.9,Compost
26.2,63.5,38.39,Alluvial,Mustard,62.56,45.88,61.99,Compost
24.98,70.28,22.35,Sandy,Lentil,14.54,14.83,29.16,MOP
25.97,56.51,44.96,Sandy,Soybean,37.19,3.06,21.38,MOP
24.14,54.68,66.05,Clay,Chickpea,54.35,48.74,45.19,Compost
34.09,55.16,62.98,Silt,Wheat,53.38,34.49,55.68,Compost
27.3,47.96,48.26,Loamy,Maize,76.82,36.5,51.07,Compost
27.93,67.76,38.92,Sandy,Soybean,14.15,18.99,19.41,NPK 20-20-20
27.97,69.85,28.07,Silt,Vegetables,44.0,21.05,38.55,Compost
20.55,53.79,53.17,Silt,Maize,48.61,24.37,44.15,Compost
31.97,55.27,47.01,Loamy,Wheat,60.77,23.28,42.33,Compost
30.72,52.9,44.21,Loamy,Lentil,62.38,25.86,47.52,Compost
27.4,57.31,22.44,Clay,Maize,69.89,63.79,49.24,Compost
25.42,57.01,32.52,Clay,Mustard,44.69,60.02,37.66,Compost
34.26,51.63,26.82,Alluvial,Lentil,54.66,57.13,40.35,Compost
28.77,58.93,42.36,Sandy,Lentil,16.8,7.67,7.75,NPK 20-20-20
30.75,59.82,47.04,Loamy,Chickpea,43.03,52.98,37.68,Compost
37.75,70.59,40.72,Clay,Vegetables,50.37,46.68,52.91,Compost
28.76,58.74,47.56,Alluvial,Mustard,31.33,45.7,48.91,Urea
29.0,60.23,46.75,Alluvial,Lentil,52.19,45.76,61.24,Compost
34.92,62.4,39.47,Alluvial,Soybean,80.13,43.55,39.04,Compost
31.58,60.15,28.22,Sandy,Lentil,19.51,7.47,23.08,MOP
30.68,52.67,13.9,Silt,Chickpea,52.19,34.78,52.98,Compost
29.32,57.57,32.18,Sandy,Soybean,15.23,3.8,10.92,NPK 20-20-20
25.59,60.81,33.8,Loamy,Mustard,35.26,49.28,46.54,Urea
29.42,69.1,48.07,Silt,Lentil,30.64,33.69,44.38,Urea
30.84,58.37,38.71,Loamy,Mustard,62.59,39.5,28.12,Compost
31.75,63.35,24.31,Loamy,Potato,53.83,44.54,49.39,Compost
30.81,66.23,52.16,Sandy,Mustard,22.31,9.46,17.23,NPK 20-20-20
33.99,48.58,49.53,Clay,Lentil,60.3,28.89,56.7,Compost
31.15,59.63,44.49,Clay,Soybean,42.47,51.35,29.19,Compost
24.41,54.43,36.97,Loamy,Rice,68.7,55.49,43.32,Compost
29.69,56.4,40.32,Silt,Vegetables,56.32,38.88,39.11,Compost
34.02,56.86,25.56,Alluvial,Wheat,73.19,49.8,58.76,Compost
34.74,58.79,52.3,Clay,Maize,70.89,29.25,61.42,Compost
22.74,60.56,42.73,Sandy,Mustard,23.24,4.15,28.59,MOP
20.62,57.62,28.17,Loamy,Vegetables,65.34,41.88,31.13,Compost
28.95,64.62,60.33,Loamy,Mustard,47.97,39.71,30.21,Compost
26.44,60.8,53.0,Silt,Mustard,81.92,37.96,49.18,Compost
28.01,58.58,53.43,Clay,Maize,63.68,41.27,46.95,Compost
26.75,62.79,41.2,Sandy,Chickpea,20.06,16.06,10.78,NPK 20-20-20
33.31,65.17,58.96,Clay,Lentil,73.0,39.17,39.37,Compost
32.2,63.69,46.86,Silt,Vegetables,53.06,16.13,32.82,MOP
30.99,64.4,36.0,Silt,Potato,39.87,42.25,55.42,Urea
29.69,61.25,47.7,Sandy,Lentil,10.36,12.42,14.5,NPK 20-20-20
31.41,75.5,51.71,Loamy,Soybean,41.48,47.65,37.67,Compost
30.04,60.6,48.76,Sandy,Maize,12.98,9.76,9.38,NPK 20-20-20
34.46,59.39,43.5,Clay,Mustard,54.03,43.48,62.62,Compost
37.31,60.74,34.87,Sandy,Potato,15.5,6.78,21.24,MOP
34.12,58.87,29.4,Sandy,Vegetables,12.68,15.56,14.6,NPK 20-20-20
24.48,62.02,47.69,Alluvial,Soybean,70.77,47.44,40.35,Compost
29.44,61.59,28.35,Loamy,Mustard,49.53,48.37,35.96,Compost
32.08,52.74,36.3,Silt,Lentil,46.9,40.17,39.59,Compost
29.8,62.83,35.93,Alluvial,Soybean,55.6,58.88,49.43,Compost
32.76,56.45,49.28,Clay,Rice,52.41,48.1,35.46,Compost
32.83,53.41,59.95,Silt,Soybean,47.85,32.47,30.05,Compost
31.3,57.3,32.43,Clay,Vegetables,58.95,37.92,36.87,Compost
38.47,68.55,47.64,Alluvial,Soybean,78.22,51.97,54.88,Compost
35.56,53.27,47.78,Silt,Potato,45.16,50.67,18.98,Compost
33.64,63.24,40.36,Alluvial,Lentil,70.53,41.49,38.99,Compost
29.83,69.58,34.79,Alluvial,Wheat,65.14,61.08,56.69,Compost
30.07,52.57,30.14,Silt,Lentil,37.88,31.31,23.98,Urea
28.19,46.39,54.93,Silt,Lentil,25.63,46.17,43.1,Urea
24.67,69.59,40.63,Alluvial,Mustard,61.85,62.88,48.4,Compost
29.71,62.29,43.64,Alluvial,Lentil,60.55,37.86,70.12,Compost
29.04,69.97,54.97,Alluvial,Mustard,35.99,45.05,49.1,Urea
28.89,53.36,43.95,Sandy,Rice,21.35,16.75,18.35,NPK 20-20-20
34.73,57.32,41.28,Loamy,Vegetables,39.06,29.7,43.67,Urea
29.91,56.66,29.3,Clay,Lentil,56.45,40.54,37.31,Compost
29.35,53.72,31.55,Clay,Maize,60.08,34.02,50.91,Compost
24.73,71.65,23.7,Loamy,Maize,50.7,29.11,27.13,Compost
37.89,60.27,41.08,Loamy,Chickpea,64.54,30.93,55.41,Compost
31.67,59.53,28.22,Sandy,Maize,19.05,4.14,7.33,NPK 20-20-20
25.54,53.07,37.71,Alluvial,Mustard,57.45,45.58,56.14,Compost
34.2,55.48,42.19,Silt,Soybean,38.72,49.56,17.72,DAP
32.76,54.47,38.87,Sandy,Wheat,22.88,3.61,23.89,MOP
32.83,57.34,56.16,Clay,Wheat,67.47,51.05,40.13,Compost
36.29,64.09,40.21,Sandy,Wheat,28.51,16.6,12.11,NPK 20-20-20
28.51,71.99,39.96,Sandy,Mustard,1.11,13.98,23.64,MOP
22.72,55.64,53.82,Silt,Soybean,60.01,22.14,40.32,Compost
30.47,63.19,50.01,Clay,Soybean,62.15,34.44,40.64,Compost
28.33,66.36,29.54,Silt,Lentil,42.22,49.39,28.23,Compost
29.58,65.28,60.48,Sandy,Potato,22.34,11.2,10.6,NPK 20-20-20
27.98,57.63,31.12,Sandy,Mustard,25.92,11.98,19.13,NPK 20-20-20
27.56,53.92,39.93,Sandy,Rice,22.05,12.7,12.17,NPK 20-20-20
33.85,51.0,53.03,Loamy,Wheat,35.15,42.21,35.8,Urea
33.25,58.9,37.64,Sandy,Vegetables,20.1,14.84,12.51,NPK 20-20-20
29.04,59.3,51.5,Sandy,Wheat,24.54,13.88,12.33,NPK 20-20-20
26.24,52.98,45.84,Sandy,Vegetables,19.53,10.21,0.8,NPK 20-20-20
36.26,54.15,49.04,Alluvial,Lentil,75.68,55.66,47.81,Compost
28.92,66.62,70.12,Sandy,Wheat,40.19,5.14,10.34,MOP
30.0,60.0,47.0,Sandy,Barley,12.0,0.0,42.0,DAP
38.73,52.18,35.84,Alluvial,Maize,61.84,43.49,40.84,Compost
32.59,51.43,54.65,Sandy,Potato,18.4,13.51,17.55,NPK 20-20-20
33.84,51.4,29.27,Silt,Wheat,48.36,33.32,42.12,Compost
27.65,53.34,49.44,Silt,Soybean,55.66,48.2,38.17,Compost
38.5,61.52,37.29,Sandy,Maize,23.55,11.24,22.73,MOP
33.51,55.64,41.04,Alluvial,Mustard,67.96,55.86,65.54,Compost
35.23,56.75,54.22,Sandy,Mustard,6.57,10.63,14.93,NPK 20-20-20
29.16,54.14,43.17,Loamy,Vegetables,45.0,46.44,36.35,Compost
29.07,57.31,43.07,Alluvial,Potato,60.83,33.3,46.42,Compost
29.13,59.66,41.26,Silt,Wheat,60.81,38.27,24.79,Compost
23.14,65.48,45.36,Loamy,Potato,64.8,32.03,36.06,Compost
31.71,62.84,48.8,Clay,Wheat,84.44,45.1,54.51,Compost
27.95,57.1,47.35,Silt,Rice,46.02,39.82,46.67,Compost
30.83,55.81,38.66,Sandy,Soybean,22.78,12.53,14.67,NPK 20-20-20
33.05,55.87,57.67,Alluvial,Wheat,79.88,48.14,63.76,Compost
30.24,66.03,46.77,Silt,Chickpea,49.01,34.52,34.2,Compost
25.12,52.89,17.87,Clay,Chickpea,62.92,35.7,41.5,Compost
37.47,66.86,65.7,Sandy,Maize,31.36,10.73,13.0,NPK 20-20-20
26.13,70.14,60.13,Alluvial,Rice,44.83,42.68,47.86,Compost
31.8,62.24,41.2,Alluvial,Rice,60.86,50.22,51.31,Compost
32.14,72.94,42.06,Silt,Chickpea,46.43,21.8,35.69,Compost
33.3,57.42,74.67,Loamy,Lentil,39.16,32.31,43.51,Urea
30.58,55.12,31.14,Loamy,Vegetables,67.05,40.84,58.46,Compost
31.91,64.98,37.76,Silt,Vegetables,40.22,31.05,42.04,Compost
25.61,59.97,35.22,Silt,Mustard,36.76,32.65,44.52,Urea
26.49,57.37,38.91,Loamy,Lentil,70.51,41.77,24.03,Compost
33.04,58.16,46.24,Silt,Potato,30.16,31.86,37.25,Urea
38.14,63.19,42.54,Loamy,Rice,47.98,28.75,51.95,Compost
35.39,52.23,17.82,Alluvial,Mustard,60.12,51.18,37.68,Compost
26.41,59.71,40.78,Loamy,Potato,73.96,34.45,38.72,Compost
29.77,48.53,34.23,Sandy,Maize,33.8,16.65,26.54,MOP
31.53,56.91,47.06,Silt,Chickpea,51.4,16.32,53.65,MOP
24.35,59.93,33.55,Silt,Rice,51.98,44.38,42.72,Compost
29.08,54.37,37.11,Alluvial,Maize,66.99,50.0,50.12,Compost
40.14,56.4,39.42,Clay,Wheat,67.46,34.04,36.39,Compost
32.6,68.89,56.35,Loamy,Rice,65.83,18.21,40.88,MOP
32.34,64.76,51.84,Sandy,Chickpea,12.39,13.3,14.61,NPK 20-20-20
34.88,57.63,39.01,Loamy,Rice,37.92,40.85,43.04,Urea
22.72,55.15,40.59,Sandy,Rice,21.78,7.44,10.44,NPK 20-20-20
22.9,55.73,48.76,Silt,Mustard,81.53,53.95,37.22,Compost
30.31,57.35,49.45,Alluvial,Soybean,67.93,54.15,48.77,Compost
33.3,59.18,47.46,Alluvial,Maize,81.35,69.26,37.33,Compost
31.05,57.01,49.95,Silt,Maize,58.02,26.58,46.4,Compost
27.44,71.83,33.14,Loamy,Vegetables,57.51,27.6,17.77,Compost
28.89,57.07,43.24,Clay,Mustard,66.67,49.96,32.32,Compost
31.0,67.74,45.13,Alluvial,Potato,69.94,71.13,68.25,Compost
30.45,57.04,60.95,Silt,Chickpea,66.01,33.45,40.0,Compost
26.84,66.66,28.03,Silt,Maize,41.97,45.46,36.29,Compost
33.38,68.55,47.59,Silt,Mustard,48.4,34.18,43.77,Compost
27.16,55.17,48.35,Alluvial,Potato,62.59,57.42,42.67,Compost
27.77,55.09,44.35,Clay,Vegetables,82.81,25.5,46.97,Compost
38.32,68.68,54.07,Silt,Mustard,67.36,29.46,26.96,Compost
24.96,57.2,27.33,Sandy,Soybean,19.3,2.65,9.22,NPK 20-20-20
34.46,73.03,55.7,Silt,Vegetables,42.69,35.48,63.68,Compost
29.38,60.75,23.42,Silt,Mustard,57.44,49.94,39.67,Compost
33.49,51.78,54.11,Alluvial,Rice,54.81,33.83,32.57,Compost
30.59,61.52,37.02,Silt,Chickpea,34.03,46.98,50.23,Urea
30.95,60.5,47.0,Sandy,Lentil,25.96,15.45,24.9,MOP
34.32,65.14,50.72,Loamy,Wheat,45.34,64.79,36.04,Compost
32.36,59.15,52.09,Loamy,Maize,61.86,43.84,44.85,Compost
30.98,59.65,15.84,Alluvial,Vegetables,62.24,62.85,47.75,Compost
28.67,54.89,46.3,Sandy,Potato,14.3,5.41,15.39,NPK 20-20-20
31.84,63.1,44.52,Loamy,Rice,68.75,49.12,52.8,Compost
29.75,54.86,37.95,Alluvial,Soybean,60.24,41.04,32.75,Compost
28.9,58.43,42.28,Sandy,Rice,27.26,11.95,7.01,NPK 20-20-20
29.49,48.3,32.75,Silt,Mustard,60.85,35.78,61.41,Compost
33.65,60.89,53.16,Sandy,Soybean,14.12,13.63,19.06,NPK 20-20-20
28.2,52.87,36.48,Loamy,Maize,46.42,27.77,39.29,Compost
34.42,54.7,48.31,Clay,Potato,59.84,49.48,54.47,Compost
31.89,57.93,48.23,Sandy,Wheat,29.4,9.88,6.81,NPK 20-20-20
28.02,60.52,34.61,Loamy,Chickpea,43.39,41.43,25.45,Compost
29.5,56.2,65.88,Silt,Mustard,28.44,42.84,46.78,Urea
33.15,64.72,42.02,Alluvial,Lentil,78.0,48.3,43.62,Compost
31.9,60.24,46.88,Loamy,Potato,74.31,53.08,32.4,Compost
31.03,63.75,51.74,Loamy,Mustard,43.01,42.31,41.87,Compost
29.47,45.4,50.93,Clay,Wheat,58.37,33.18,55.12,Compost
31.67,57.87,52.22,Sandy,Vegetables,6.25,11.54,15.5,NPK 20-20-20
33.1,67.19,56.12,Silt,Lentil,54.59,33.44,38.46,Compost
26.26,65.53,55.02,Loamy,Rice,69.02,36.3,55.15,Compost
27.43,59.5,35.79,Alluvial,Mustard,64.78,48.72,65.59,Compost
33.7,67.14,52.45,Alluvial,Potato,50.53,61.82,64.47,Compost
35.85,60.01,50.87,Silt,Mustard,52.35,32.52,25.36,Compost
33.5,56.5,73.42,Loamy,Rice,43.32,43.32,50.98,Compost
27.42,51.68,43.39,Alluvial,Chickpea,66.9,62.43,69.23,Compost
31.84,71.22,64.22,Silt,Maize,55.91,44.79,32.61,Compost
33.02,60.07,49.54,Alluvial,Potato,61.02,39.46,64.34,Compost
29.13,56.88,57.34,Silt,Lentil,80.67,44.71,31.27,Compost
27.83,57.42,53.08,Loamy,Wheat,79.71,43.23,38.81,Compost
29.09,62.1,33.67,Clay,Lentil,49.64,47.31,31.99,Compost
28.73,61.52,20.07,Loamy,Vegetables,39.52,36.28,51.68,Urea
30.0,54.95,18.95,Alluvial,Rice,66.01,60.2,39.01,Compost
29.04,61.04,34.49,Loamy,Maize,41.27,46.86,31.82,Compost
31.87,50.62,35.23,Loamy,Rice,41.84,38.93,32.33,Compost
25.2,56.06,40.27,Alluvial,Vegetables,60.01,49.5,50.71,Compost
31.13,58.56,39.77,Silt,Chickpea,42.34,36.54,34.9,Compost
36.96,54.91,45.87,Loamy,Chickpea,86.99,28.74,28.89,Compost
27.16,54.89,36.84,Loamy,Potato,40.34,48.21,42.14,Compost
30.64,50.91,59.17,Sandy,Mustard,20.77,6.55,21.82,MOP
28.41,57.32,39.16,Silt,Mustard,44.61,45.83,42.0,Compost
35.94,57.79,46.75,Silt,Lentil,50.17,43.3,35.13,Compost
31.14,59.73,38.57,Clay,Chickpea,56.6,51.15,47.38,Compost
26.45,55.17,37.04,Silt,Mustard,49.2,28.41,40.04,Compost
33.3,47.89,41.83,Sandy,Rice,26.86,16.4,19.71,NPK 20-20-20
25.69,60.28,34.76,Loamy,Maize,67.29,43.56,43.2,Compost
30.0,67.37,54.47,Alluvial,Mustard,60.9,54.36,43.96,Compost
36.52,69.16,47.42,Alluvial,Mustard,58.6,43.17,38.3,Compost
29.84,47.23,48.71,Loamy,Rice,64.1,20.17,57.2,Compost
30.93,56.49,31.69,Loamy,Maize,40.83,33.45,37.4,Compost
35.83,62.91,27.96,Sandy,Rice,9.93,9.59,24.71,MOP
26.64,57.46,64.04,Sandy,Soybean,15.46,2.86,18.98,NPK 20-20-20
29.92,59.29,51.67,Loamy,Vegetables,79.7,45.26,29.01,Compost
38.54,63.68,46.16,Alluvial,Maize,67.91,37.24,57.72,Compost
29.0,60.36,32.45,Sandy,Mustard,20.81,11.14,13.21,NPK 20-20-20
24.71,46.23,43.37,Alluvial,Wheat,54.97,29.54,51.67,Compost
25.23,47.52,41.27,Clay,Potato,50.88,39.66,38.94,Compost
25.12,62.53,34.84,Clay,Vegetables,58.07,48.19,49.63,Compost
32.33,63.21,8.94,Loamy,Rice,32.92,46.26,31.27,Urea
35.07,57.24,40.56,Silt,Potato,40.76,22.09,28.21,Compost
22.89,68.13,26.89,Alluvial,Chickpea,65.96,57.74,39.64,Compost
29.96,63.32,52.91,Sandy,Mustard,28.64,17.69,15.43,NPK 20-20-20
24.37,64.13,34.59,Sandy,Vegetables,24.69,5.65,8.32,NPK 20-20-20
34.81,52.86,39.88,Sandy,Lentil,17.21,13.02,17.84,NPK 20-20-20
31.35,61.3,33.84,Silt,Lentil,44.55,32.74,25.67,Compost
25.74,72.32,29.8,Silt,Wheat,72.79,41.26,34.58,Compost
31.49,49.52,39.78,Sandy,Maize,22.53,9.64,15.01,NPK 20-20-20
29.73,52.29,44.05,Clay,Chickpea,58.48,51.11,33.68,Compost
25.09,50.7,59.73,Loamy,Potato,101.02,37.87,36.49,Compost
28.85,56.52,48.01,Loamy,Soybean,68.32,48.42,25.79,Compost
30.73,74.09,36.26,Silt,Maize,29.04,36.86,33.16,Urea
23.53,66.28,58.82,Clay,Soybean,73.39,72.9,44.91,Compost
27.24,52.62,41.35,Clay,Vegetables,71.87,58.58,43.05,Compost
20.19,48.54,23.37,Clay,Wheat,54.72,51.17,32.81,Compost
27.83,50.83,44.45,Silt,Chickpea,43.04,35.55,27.78,Compost
28.3,55.66,49.22,Silt,Vegetables,48.07,46.22,65.85,Compost
25.48,62.27,46.06,Loamy,Chickpea,73.29,28.68,35.82,Compost
26.5,62.98,25.24,Silt,Potato,52.91,43.15,33.07,Compost
28.11,46.13,38.57,Sandy,Maize,18.27,16.53,0.25,NPK 20-20-20
38.02,57.85,41.48,Loamy,Rice,41.49,43.15,38.32,Compost
31.96,54.58,22.73,Silt,Potato,47.95,36.56,44.58,Compost
25.55,60.62,49.28,Loamy,Potato,53.06,36.8,44.09,Compost
35.64,49.84,56.66,Sandy,Maize,16.19,5.51,4.95,NPK 20-20-20
30.57,58.57,51.4,Alluvial,Vegetables,68.28,54.99,46.98,Compost
33.39,60.15,50.1,Sandy,Potato,13.29,15.03,20.2,MOP
31.0,52.04,55.14,Silt,Potato,66.02,33.89,41.89,Compost
27.07,64.62,51.04,Alluvial,Soybean,58.2,45.54,44.09,Compost
37.03,53.04,51.82,Sandy,Mustard,19.22,3.31,12.06,NPK 20-20-20
29.73,57.73,34.05,Alluvial,Wheat,43.2,59.39,44.62,Compost
26.09,49.58,64.97,Silt,Soybean,76.8,46.97,33.5,Compost
34.09,63.67,34.81,Alluvial,Soybean,46.5,45.62,44.24,Compost
32.85,52.21,48.23,Loamy,Maize,53.39,48.08,49.07,Compost
31.29,66.79,37.55,Sandy,Maize,16.84,9.44,16.03,NPK 20-20-20
26.28,65.49,48.73,Silt,Rice,55.29,31.0,40.72,Compost
33.05,58.51,32.23,Clay,Wheat,38.6,40.45,48.04,Urea
27.74,50.11,68.88,Clay,Rice,62.5,36.81,47.49,Compost
30.14,68.23,41.6,Sandy,Potato,22.71,14.47,32.46,MOP
33.27,61.56,53.32,Alluvial,Maize,44.41,45.03,45.46,Compost
32.13,61.81,52.22,Loamy,Vegetables,52.63,27.73,9.95,Compost
29.41,53.3,39.39,Silt,Wheat,40.85,26.13,40.37,Compost
32.35,52.84,26.75,Loamy,Maize,66.16,53.18,36.25,Compost
27.02,53.72,52.03,Clay,Soybean,56.23,53.79,49.83,Compost
36.01,58.5,34.44,Silt,Maize,43.92,19.57,31.7,MOP
31.9,57.33,47.45,Sandy,Maize,30.07,15.88,20.65,MOP
32.49,53.89,60.73,Sandy,Soybean,34.01,11.63,19.21,NPK 20-20-20
29.0,58.0,30.0,Red,Tobacco,13.0,17.0,16.0,MOP
28.73,62.77,44.46,Loamy,Chickpea,54.01,36.81,40.17,Compost
28.13,61.28,45.08,Clay,Potato,43.72,41.61,44.06,Compost
32.14,54.69,31.3,Silt,Lentil,45.54,41.42,30.1,Compost
30.4,63.25,39.54,Sandy,Chickpea,18.27,12.2,19.42,NPK 20-20-20
30.03,63.71,23.75,Sandy,Chickpea,14.53,12.74,20.16,MOP
30.17,49.06,32.77,Silt,Mustard,44.14,22.67,36.44,Compost
24.14,55.21,44.1,Alluvial,Potato,48.86,35.8,44.13,Compost
34.94,61.6,44.52,Silt,Maize,47.24,41.61,29.56,Compost
30.43,55.51,48.59,Alluvial,Potato,53.49,52.54,43.03,Compost
29.73,51.73,32.62,Alluvial,Rice,67.47,44.26,56.3,Compost
32.33,60.4,54.46,Silt,Mustard,52.38,43.91,35.28,Compost
28.77,59.38,45.79,Silt,Vegetables,68.67,49.53,29.44,Compost
44.02,55.37,30.89,Silt,Vegetables,53.09,36.29,41.46,Compost
30.01,65.2,25.53,Loamy,Lentil,31.38,47.55,19.37,DAP
21.21,49.09,36.64,Alluvial,Vegetables,82.98,41.95,55.23,Compost
33.61,54.9,42.37,Clay,Rice,55.68,45.25,47.89,Compost
28.89,52.61,65.95,Loamy,Potato,29.42,27.16,40.43,Urea
33.45,73.21,26.06,Silt,Maize,60.36,44.44,41.84,Compost
31.14,71.53,20.54,Clay,Lentil,60.25,46.77,47.31,Compost
28.46,53.73,37.25,Sandy,Chickpea,24.58,6.39,18.9,NPK 20-20-20
34.42,56.47,46.56,Sandy,Lentil,12.82,9.26,21.86,MOP
34.23,67.75,40.06,Alluvial,Potato,70.22,59.94,37.75,Compost
28.57,69.5,50.91,Sandy,Potato,19.0,14.45,2.66,NPK 20-20-20
23.47,62.19,56.82,Clay,Potato,56.43,43.76,34.48,Compost
33.19,62.85,45.01,Alluvial,Vegetables,60.64,45.66,42.28,Compost
37.96,45.7,44.26,Loamy,Rice,70.77,44.1,56.59,Compost
31.48,61.56,51.44,Loamy,Mustard,48.05,40.17,48.25,Compost
30.59,59.56,34.53,Loamy,Rice,56.47,33.55,36.93,Compost
30.36,66.5,31.28,Clay,Chickpea,70.56,52.56,33.93,Compost
31.9,56.95,31.15,Clay,Vegetables,64.34,45.02,38.24,Compost
29.2,63.15,21.67,Loamy,Potato,69.62,33.63,46.99,Compost
38.8,57.58,39.2,Alluvial,Mustard,68.63,46.83,47.66,Compost
34.34,66.68,32.5,Sandy,Rice,7.41,12.76,23.8,MOP
31.6,62.57,35.43,Alluvial,Lentil,49.46,40.86,49.0,Compost
27.77,44.37,46.59,Alluvial,Lentil,74.02,55.97,55.32,Compost
30.12,55.41,38.97,Sandy,Lentil,19.53,11.34,11.38,NPK 20-20-20
30.61,66.96,53.45,Clay,Soybean,58.37,49.47,27.72,Compost
24.9,61.95,70.85,Alluvial,Potato,78.04,56.53,46.93,Compost
29.03,59.96,49.78,Clay,Soybean,68.1,68.72,41.47,Compost
27.66,47.49,55.66,Sandy,Wheat,13.43,8.76,21.84,MOP
31.93,55.03,34.48,Sandy,Vegetables,9.65,1.24,7.64,NPK 20-20-20
32.62,52.38,50.94,Sandy,Soybean,27.48,12.48,18.43,NPK 20-20-20
37.56,61.44,48.23,Sandy,Lentil,32.42,8.02,16.06,NPK 20-20-20
29.08,55.17,58.54,Sandy,Vegetables,12.57,19.49,16.12,NPK 20-20-20
30.09,59.05,54.1,Clay,Rice,52.73,47.8,34.72,Compost
27.97,74.67,48.03,Clay,Chickpea,61.58,51.14,40.93,Compost
25.13,58.69,42.09,Loamy,Maize,61.12,24.79,36.82,Compost
32.36,58.56,41.3,Alluvial,Wheat,49.27,48.9,48.38,Compost
27.54,66.72,64.41,Sandy,Soybean,15.23,14.03,18.36,NPK 20-20-20
29.57,54.24,42.35,Sandy,Lentil,17.47,7.19,21.56,MOP
32.94,44.53,55.79,Alluvial,Wheat,59.18,59.44,48.11,Compost
30.67,68.52,40.67,Silt,Mustard,44.94,36.61,36.89,Compost
26.66,60.02,40.33,Loamy,Wheat,53.47,31.06,39.11,Compost
32.72,53.89,35.23,Clay,Chickpea,65.4,47.8,41.11,Compost
24.72,65.9,58.2,Sandy,Soybean,15.15,0.0,21.77,MOP
32.57,71.63,59.15,Alluvial,Wheat,49.25,60.03,76.72,Compost
30.17,70.67,31.97,Clay,Soybean,67.16,38.57,39.68,Compost
